department,disease,section,question,prompt,href,gpt_gene,extracted_text
感染科,毛霉病,概述,护理毛霉病患者会被感染吗？,"请从以下标签中选取标签['疾病介绍', '疾病之间的区别', '发病机制', '发病诱因', '症状', '就诊科室', '检验检查', '诊断依据', '治疗方法', '急救方法','治疗的作用机制', '日常护理和注意事项', '自限性', '良恶性', '并发症', '影响生活质量', '影响寿命', '其他预后', '流行病学', '日常习惯预防', '定期体检预防', '早期发现预防']，对问题做分类。

这是一个例子：**问题**：腋毛癣能自愈吗？**分类**:自限性

 **问题**：护理毛霉病患者会被感染吗？

**分类**：
",https://www.baidu.com/bh/dict/ydxx_11068421548636332318?from=dicta&sf_ref=med_pc&sf_ch=ch_med_pc,并发症,['并发症']
皮肤性病科,红癣,概述,红癣是怎么来的？,"请从以下标签中选取标签['疾病介绍', '疾病之间的区别', '发病机制', '发病诱因', '症状', '就诊科室', '检验检查', '诊断依据', '治疗方法', '急救方法','治疗的作用机制', '日常护理和注意事项', '自限性', '良恶性', '并发症', '影响生活质量', '影响寿命', '其他预后', '流行病学', '日常习惯预防', '定期体检预防', '早期发现预防']，对问题做分类。

这是一个例子：**问题**：腋毛癣能自愈吗？**分类**:自限性

 **问题**：红癣是怎么来的？

**分类**：
",https://www.baidu.com/bh/dict/ydxx_11320145209547083177?from=dicta&sf_ref=med_pc&sf_ch=ch_med_pc,疾病介绍,['疾病介绍']
皮肤性病科,红癣,概述,红癣严重吗？,"请从以下标签中选取标签['疾病介绍', '疾病之间的区别', '发病机制', '发病诱因', '症状', '就诊科室', '检验检查', '诊断依据', '治疗方法', '急救方法','治疗的作用机制', '日常护理和注意事项', '自限性', '良恶性', '并发症', '影响生活质量', '影响寿命', '其他预后', '流行病学', '日常习惯预防', '定期体检预防', '早期发现预防']，对问题做分类。

这是一个例子：**问题**：腋毛癣能自愈吗？**分类**:自限性

 **问题**：红癣严重吗？

**分类**：
",https://www.baidu.com/bh/dict/ydxx_11320145209547083177?from=dicta&sf_ref=med_pc&sf_ch=ch_med_pc,症状、影响生活质量、良恶性,
精神心理科,夹腿综合征,概述,什么是夹腿综合征？,"请从以下标签中选取标签['疾病介绍', '疾病之间的区别', '发病机制', '发病诱因', '症状', '就诊科室', '检验检查', '诊断依据', '治疗方法', '急救方法','治疗的作用机制', '日常护理和注意事项', '自限性', '良恶性', '并发症', '影响生活质量', '影响寿命', '其他预后', '流行病学', '日常习惯预防', '定期体检预防', '早期发现预防']，对问题做分类。

这是一个例子：**问题**：腋毛癣能自愈吗？**分类**:自限性

 **问题**：什么是夹腿综合征？

**分类**：
",https://www.baidu.com/bh/dict/ydxx_10687619182505147834?from=dicta&sf_ref=med_pc&sf_ch=ch_med_pc,疾病介绍,['疾病介绍']
精神心理科,夹腿综合征,概述,夹腿综合征应该怎么治疗？,"请从以下标签中选取标签['疾病介绍', '疾病之间的区别', '发病机制', '发病诱因', '症状', '就诊科室', '检验检查', '诊断依据', '治疗方法', '急救方法','治疗的作用机制', '日常护理和注意事项', '自限性', '良恶性', '并发症', '影响生活质量', '影响寿命', '其他预后', '流行病学', '日常习惯预防', '定期体检预防', '早期发现预防']，对问题做分类。

这是一个例子：**问题**：腋毛癣能自愈吗？**分类**:自限性

 **问题**：夹腿综合征应该怎么治疗？

**分类**：
",https://www.baidu.com/bh/dict/ydxx_10687619182505147834?from=dicta&sf_ref=med_pc&sf_ch=ch_med_pc,治疗方法,['治疗方法']
精神心理科,夹腿综合征,概述,夹腿综合征的最佳治疗时间是什么时候？,"请从以下标签中选取标签['疾病介绍', '疾病之间的区别', '发病机制', '发病诱因', '症状', '就诊科室', '检验检查', '诊断依据', '治疗方法', '急救方法','治疗的作用机制', '日常护理和注意事项', '自限性', '良恶性', '并发症', '影响生活质量', '影响寿命', '其他预后', '流行病学', '日常习惯预防', '定期体检预防', '早期发现预防']，对问题做分类。

这是一个例子：**问题**：腋毛癣能自愈吗？**分类**:自限性

 **问题**：夹腿综合征的最佳治疗时间是什么时候？

**分类**：
",https://www.baidu.com/bh/dict/ydxx_10687619182505147834?from=dicta&sf_ref=med_pc&sf_ch=ch_med_pc,治疗方法,['治疗方法']
呼吸内科,呼吸衰竭,日常,病情好了后需要在家继续进行呼吸功能锻炼吗？,"请从以下标签中选取标签['疾病介绍', '疾病之间的区别', '发病机制', '发病诱因', '症状', '就诊科室', '检验检查', '诊断依据', '治疗方法', '急救方法','治疗的作用机制', '日常护理和注意事项', '自限性', '良恶性', '并发症', '影响生活质量', '影响寿命', '其他预后', '流行病学', '日常习惯预防', '定期体检预防', '早期发现预防']，对问题做分类。

这是一个例子：**问题**：腋毛癣能自愈吗？**分类**:自限性

 **问题**：病情好了后需要在家继续进行呼吸功能锻炼吗？

**分类**：
",https://www.baidu.com/bh/dict/ydxx_10606519771744161900?from=dicta&sf_ref=med_pc&sf_ch=ch_med_pc,日常护理和注意事项,['日常护理和注意事项']
呼吸内科,呼吸衰竭,日常,呼吸衰竭治疗好转后出院，需要戒烟吗？,"请从以下标签中选取标签['疾病介绍', '疾病之间的区别', '发病机制', '发病诱因', '症状', '就诊科室', '检验检查', '诊断依据', '治疗方法', '急救方法','治疗的作用机制', '日常护理和注意事项', '自限性', '良恶性', '并发症', '影响生活质量', '影响寿命', '其他预后', '流行病学', '日常习惯预防', '定期体检预防', '早期发现预防']，对问题做分类。

这是一个例子：**问题**：腋毛癣能自愈吗？**分类**:自限性

 **问题**：呼吸衰竭治疗好转后出院，需要戒烟吗？

**分类**：
",https://www.baidu.com/bh/dict/ydxx_10606519771744161900?from=dicta&sf_ref=med_pc&sf_ch=ch_med_pc,日常护理和注意事项,['日常护理和注意事项']
妇产科,老年性阴道炎,概述,怎么预防老年性阴道炎？,"请从以下标签中选取标签['疾病介绍', '疾病之间的区别', '发病机制', '发病诱因', '症状', '就诊科室', '检验检查', '诊断依据', '治疗方法', '急救方法','治疗的作用机制', '日常护理和注意事项', '自限性', '良恶性', '并发症', '影响生活质量', '影响寿命', '其他预后', '流行病学', '日常习惯预防', '定期体检预防', '早期发现预防']，对问题做分类。

这是一个例子：**问题**：腋毛癣能自愈吗？**分类**:自限性

 **问题**：怎么预防老年性阴道炎？

**分类**：
",https://www.baidu.com/bh/dict/ydxx_11135420770679352450?from=dicta&sf_ref=med_pc&sf_ch=ch_med_pc,日常习惯预防、定期体检预防、早期发现预防,"['日常习惯', '定期体检', '早期发现']"
妇产科,老年性阴道炎,概述,老年性阴道炎有哪些症状？,"请从以下标签中选取标签['疾病介绍', '疾病之间的区别', '发病机制', '发病诱因', '症状', '就诊科室', '检验检查', '诊断依据', '治疗方法', '急救方法','治疗的作用机制', '日常护理和注意事项', '自限性', '良恶性', '并发症', '影响生活质量', '影响寿命', '其他预后', '流行病学', '日常习惯预防', '定期体检预防', '早期发现预防']，对问题做分类。

这是一个例子：**问题**：腋毛癣能自愈吗？**分类**:自限性

 **问题**：老年性阴道炎有哪些症状？

**分类**：
",https://www.baidu.com/bh/dict/ydxx_11135420770679352450?from=dicta&sf_ref=med_pc&sf_ch=ch_med_pc,症状,['症状']
妇产科,老年性阴道炎,概述,老年性阴道炎怎么治？,"请从以下标签中选取标签['疾病介绍', '疾病之间的区别', '发病机制', '发病诱因', '症状', '就诊科室', '检验检查', '诊断依据', '治疗方法', '急救方法','治疗的作用机制', '日常护理和注意事项', '自限性', '良恶性', '并发症', '影响生活质量', '影响寿命', '其他预后', '流行病学', '日常习惯预防', '定期体检预防', '早期发现预防']，对问题做分类。

这是一个例子：**问题**：腋毛癣能自愈吗？**分类**:自限性

 **问题**：老年性阴道炎怎么治？

**分类**：
",https://www.baidu.com/bh/dict/ydxx_11135420770679352450?from=dicta&sf_ref=med_pc&sf_ch=ch_med_pc,"治疗方法, 日常护理和注意事项, 良恶性",
急诊科,蛇咬伤,概述,被蛇咬伤如何现场急救？,"请从以下标签中选取标签['疾病介绍', '疾病之间的区别', '发病机制', '发病诱因', '症状', '就诊科室', '检验检查', '诊断依据', '治疗方法', '急救方法','治疗的作用机制', '日常护理和注意事项', '自限性', '良恶性', '并发症', '影响生活质量', '影响寿命', '其他预后', '流行病学', '日常习惯预防', '定期体检预防', '早期发现预防']，对问题做分类。

这是一个例子：**问题**：腋毛癣能自愈吗？**分类**:自限性

 **问题**：被蛇咬伤如何现场急救？

**分类**：
",https://www.baidu.com/bh/dict/ydxx_8124438972904904261?from=dicta&sf_ref=med_pc&sf_ch=ch_med_pc,急救方法,['急救方法']
急诊科,蛇咬伤,概述,如何防范蛇咬伤？,"请从以下标签中选取标签['疾病介绍', '疾病之间的区别', '发病机制', '发病诱因', '症状', '就诊科室', '检验检查', '诊断依据', '治疗方法', '急救方法','治疗的作用机制', '日常护理和注意事项', '自限性', '良恶性', '并发症', '影响生活质量', '影响寿命', '其他预后', '流行病学', '日常习惯预防', '定期体检预防', '早期发现预防']，对问题做分类。

这是一个例子：**问题**：腋毛癣能自愈吗？**分类**:自限性

 **问题**：如何防范蛇咬伤？

**分类**：
",https://www.baidu.com/bh/dict/ydxx_8124438972904904261?from=dicta&sf_ref=med_pc&sf_ch=ch_med_pc,日常习惯预防，定期体检预防，早期发现预防,"['日常习惯', '定期体检', '早期发现']"
急诊科,蛇咬伤,概述,抗蛇毒血清如何使用？,"请从以下标签中选取标签['疾病介绍', '疾病之间的区别', '发病机制', '发病诱因', '症状', '就诊科室', '检验检查', '诊断依据', '治疗方法', '急救方法','治疗的作用机制', '日常护理和注意事项', '自限性', '良恶性', '并发症', '影响生活质量', '影响寿命', '其他预后', '流行病学', '日常习惯预防', '定期体检预防', '早期发现预防']，对问题做分类。

这是一个例子：**问题**：腋毛癣能自愈吗？**分类**:自限性

 **问题**：抗蛇毒血清如何使用？

**分类**：
",https://www.baidu.com/bh/dict/ydxx_8124438972904904261?from=dicta&sf_ref=med_pc&sf_ch=ch_med_pc,急救方法,['急救方法']
感染科,胸壁结核,概述,胸壁结核传染吗？,"请从以下标签中选取标签['疾病介绍', '疾病之间的区别', '发病机制', '发病诱因', '症状', '就诊科室', '检验检查', '诊断依据', '治疗方法', '急救方法','治疗的作用机制', '日常护理和注意事项', '自限性', '良恶性', '并发症', '影响生活质量', '影响寿命', '其他预后', '流行病学', '日常习惯预防', '定期体检预防', '早期发现预防']，对问题做分类。

这是一个例子：**问题**：腋毛癣能自愈吗？**分类**:自限性

 **问题**：胸壁结核传染吗？

**分类**：
",https://www.baidu.com/bh/dict/ydxx_10934343905194355998?from=dicta&sf_ref=med_pc&sf_ch=ch_med_pc,流行病学,['流行病学']
感染科,胸壁结核,概述,胸壁结核是怎么回事？,"请从以下标签中选取标签['疾病介绍', '疾病之间的区别', '发病机制', '发病诱因', '症状', '就诊科室', '检验检查', '诊断依据', '治疗方法', '急救方法','治疗的作用机制', '日常护理和注意事项', '自限性', '良恶性', '并发症', '影响生活质量', '影响寿命', '其他预后', '流行病学', '日常习惯预防', '定期体检预防', '早期发现预防']，对问题做分类。

这是一个例子：**问题**：腋毛癣能自愈吗？**分类**:自限性

 **问题**：胸壁结核是怎么回事？

**分类**：
",https://www.baidu.com/bh/dict/ydxx_10934343905194355998?from=dicta&sf_ref=med_pc&sf_ch=ch_med_pc,疾病介绍、发病机制、症状、就诊科室、诊断依据、治疗方法、影响生活质量、影响寿命、并发症、日常习惯预防、定期体检预防、早期发现预防,
皮肤性病科,脚趾甲向内长,概述,脚趾甲向内长治疗时需要拔除指甲吗？,"请从以下标签中选取标签['疾病介绍', '疾病之间的区别', '发病机制', '发病诱因', '症状', '就诊科室', '检验检查', '诊断依据', '治疗方法', '急救方法','治疗的作用机制', '日常护理和注意事项', '自限性', '良恶性', '并发症', '影响生活质量', '影响寿命', '其他预后', '流行病学', '日常习惯预防', '定期体检预防', '早期发现预防']，对问题做分类。

这是一个例子：**问题**：腋毛癣能自愈吗？**分类**:自限性

 **问题**：脚趾甲向内长治疗时需要拔除指甲吗？

**分类**：
",https://www.baidu.com/bh/dict/ydxx_10969417286769617577?from=dicta&sf_ref=med_pc&sf_ch=ch_med_pc,治疗方法,['治疗方法']
皮肤性病科,脚趾甲向内长,概述,脚趾甲向内长会影响生活吗？,"请从以下标签中选取标签['疾病介绍', '疾病之间的区别', '发病机制', '发病诱因', '症状', '就诊科室', '检验检查', '诊断依据', '治疗方法', '急救方法','治疗的作用机制', '日常护理和注意事项', '自限性', '良恶性', '并发症', '影响生活质量', '影响寿命', '其他预后', '流行病学', '日常习惯预防', '定期体检预防', '早期发现预防']，对问题做分类。

这是一个例子：**问题**：腋毛癣能自愈吗？**分类**:自限性

 **问题**：脚趾甲向内长会影响生活吗？

**分类**：
",https://www.baidu.com/bh/dict/ydxx_10969417286769617577?from=dicta&sf_ref=med_pc&sf_ch=ch_med_pc,影响生活质量,['影响生活质量']
皮肤性病科,脚趾甲向内长,概述,脚趾甲向内长需要治疗多久，会不会复发？,"请从以下标签中选取标签['疾病介绍', '疾病之间的区别', '发病机制', '发病诱因', '症状', '就诊科室', '检验检查', '诊断依据', '治疗方法', '急救方法','治疗的作用机制', '日常护理和注意事项', '自限性', '良恶性', '并发症', '影响生活质量', '影响寿命', '其他预后', '流行病学', '日常习惯预防', '定期体检预防', '早期发现预防']，对问题做分类。

这是一个例子：**问题**：腋毛癣能自愈吗？**分类**:自限性

 **问题**：脚趾甲向内长需要治疗多久，会不会复发？

**分类**：
",https://www.baidu.com/bh/dict/ydxx_10969417286769617577?from=dicta&sf_ref=med_pc&sf_ch=ch_med_pc,疾病介绍、治疗方法、并发症、影响寿命、其他预后,
内分泌科,卡尔曼综合征,概述,卡尔曼综合征会遗传吗？,"请从以下标签中选取标签['疾病介绍', '疾病之间的区别', '发病机制', '发病诱因', '症状', '就诊科室', '检验检查', '诊断依据', '治疗方法', '急救方法','治疗的作用机制', '日常护理和注意事项', '自限性', '良恶性', '并发症', '影响生活质量', '影响寿命', '其他预后', '流行病学', '日常习惯预防', '定期体检预防', '早期发现预防']，对问题做分类。

这是一个例子：**问题**：腋毛癣能自愈吗？**分类**:自限性

 **问题**：卡尔曼综合征会遗传吗？

**分类**：
",https://www.baidu.com/bh/dict/ydxx_11050655364845713850?from=dicta&sf_ref=med_pc&sf_ch=ch_med_pc,其他预后,['其他预后']
内分泌科,卡尔曼综合征,概述,卡尔曼综合征治疗效果好吗？,"请从以下标签中选取标签['疾病介绍', '疾病之间的区别', '发病机制', '发病诱因', '症状', '就诊科室', '检验检查', '诊断依据', '治疗方法', '急救方法','治疗的作用机制', '日常护理和注意事项', '自限性', '良恶性', '并发症', '影响生活质量', '影响寿命', '其他预后', '流行病学', '日常习惯预防', '定期体检预防', '早期发现预防']，对问题做分类。

这是一个例子：**问题**：腋毛癣能自愈吗？**分类**:自限性

 **问题**：卡尔曼综合征治疗效果好吗？

**分类**：
",https://www.baidu.com/bh/dict/ydxx_11050655364845713850?from=dicta&sf_ref=med_pc&sf_ch=ch_med_pc,治疗方法,['治疗方法']
儿科,马牙,概述,马牙是病吗？,"请从以下标签中选取标签['疾病介绍', '疾病之间的区别', '发病机制', '发病诱因', '症状', '就诊科室', '检验检查', '诊断依据', '治疗方法', '急救方法','治疗的作用机制', '日常护理和注意事项', '自限性', '良恶性', '并发症', '影响生活质量', '影响寿命', '其他预后', '流行病学', '日常习惯预防', '定期体检预防', '早期发现预防']，对问题做分类。

这是一个例子：**问题**：腋毛癣能自愈吗？**分类**:自限性

 **问题**：马牙是病吗？

**分类**：
",https://www.baidu.com/bh/dict/ydxx_8016551619142880286?from=dicta&sf_ref=med_pc&sf_ch=ch_med_pc,疾病介绍,['疾病介绍']
儿科,马牙,概述,马牙需要特殊处理吗？,"请从以下标签中选取标签['疾病介绍', '疾病之间的区别', '发病机制', '发病诱因', '症状', '就诊科室', '检验检查', '诊断依据', '治疗方法', '急救方法','治疗的作用机制', '日常护理和注意事项', '自限性', '良恶性', '并发症', '影响生活质量', '影响寿命', '其他预后', '流行病学', '日常习惯预防', '定期体检预防', '早期发现预防']，对问题做分类。

这是一个例子：**问题**：腋毛癣能自愈吗？**分类**:自限性

 **问题**：马牙需要特殊处理吗？

**分类**：
",https://www.baidu.com/bh/dict/ydxx_8016551619142880286?from=dicta&sf_ref=med_pc&sf_ch=ch_med_pc,日常护理和注意事项,['日常护理和注意事项']
儿科,马牙,概述,为什么会长马牙？,"请从以下标签中选取标签['疾病介绍', '疾病之间的区别', '发病机制', '发病诱因', '症状', '就诊科室', '检验检查', '诊断依据', '治疗方法', '急救方法','治疗的作用机制', '日常护理和注意事项', '自限性', '良恶性', '并发症', '影响生活质量', '影响寿命', '其他预后', '流行病学', '日常习惯预防', '定期体检预防', '早期发现预防']，对问题做分类。

这是一个例子：**问题**：腋毛癣能自愈吗？**分类**:自限性

 **问题**：为什么会长马牙？

**分类**：
",https://www.baidu.com/bh/dict/ydxx_8016551619142880286?from=dicta&sf_ref=med_pc&sf_ch=ch_med_pc,症状,['症状']
骨科,膝关节损伤,概述,膝关节损伤在日常饮食活动中需要注意什么？,"请从以下标签中选取标签['疾病介绍', '疾病之间的区别', '发病机制', '发病诱因', '症状', '就诊科室', '检验检查', '诊断依据', '治疗方法', '急救方法','治疗的作用机制', '日常护理和注意事项', '自限性', '良恶性', '并发症', '影响生活质量', '影响寿命', '其他预后', '流行病学', '日常习惯预防', '定期体检预防', '早期发现预防']，对问题做分类。

这是一个例子：**问题**：腋毛癣能自愈吗？**分类**:自限性

 **问题**：膝关节损伤在日常饮食活动中需要注意什么？

**分类**：
",https://www.baidu.com/bh/dict/ydxx_10939502856796297463?from=dicta&sf_ref=med_pc&sf_ch=ch_med_pc,日常护理和注意事项,['日常护理和注意事项']
骨科,膝关节损伤,概述,膝关节损伤经过治疗后可以完全痊愈吗？,"请从以下标签中选取标签['疾病介绍', '疾病之间的区别', '发病机制', '发病诱因', '症状', '就诊科室', '检验检查', '诊断依据', '治疗方法', '急救方法','治疗的作用机制', '日常护理和注意事项', '自限性', '良恶性', '并发症', '影响生活质量', '影响寿命', '其他预后', '流行病学', '日常习惯预防', '定期体检预防', '早期发现预防']，对问题做分类。

这是一个例子：**问题**：腋毛癣能自愈吗？**分类**:自限性

 **问题**：膝关节损伤经过治疗后可以完全痊愈吗？

**分类**：
",https://www.baidu.com/bh/dict/ydxx_10939502856796297463?from=dicta&sf_ref=med_pc&sf_ch=ch_med_pc,其他预后,['其他预后']
骨科,膝关节损伤,概述,膝关节损伤一般由什么引起，平时需要注意什么？,"请从以下标签中选取标签['疾病介绍', '疾病之间的区别', '发病机制', '发病诱因', '症状', '就诊科室', '检验检查', '诊断依据', '治疗方法', '急救方法','治疗的作用机制', '日常护理和注意事项', '自限性', '良恶性', '并发症', '影响生活质量', '影响寿命', '其他预后', '流行病学', '日常习惯预防', '定期体检预防', '早期发现预防']，对问题做分类。

这是一个例子：**问题**：腋毛癣能自愈吗？**分类**:自限性

 **问题**：膝关节损伤一般由什么引起，平时需要注意什么？

**分类**：
",https://www.baidu.com/bh/dict/ydxx_10939502856796297463?from=dicta&sf_ref=med_pc&sf_ch=ch_med_pc,"发病诱因, 日常护理和注意事项",
皮肤性病科,口周皮炎,概述,口周皮炎严重吗？,"请从以下标签中选取标签['疾病介绍', '疾病之间的区别', '发病机制', '发病诱因', '症状', '就诊科室', '检验检查', '诊断依据', '治疗方法', '急救方法','治疗的作用机制', '日常护理和注意事项', '自限性', '良恶性', '并发症', '影响生活质量', '影响寿命', '其他预后', '流行病学', '日常习惯预防', '定期体检预防', '早期发现预防']，对问题做分类。

这是一个例子：**问题**：腋毛癣能自愈吗？**分类**:自限性

 **问题**：口周皮炎严重吗？

**分类**：
",https://www.baidu.com/bh/dict/ydxx_11081844592747208890?from=dicta&sf_ref=med_pc&sf_ch=ch_med_pc,影响生活质量,['影响生活质量']
皮肤性病科,口周皮炎,概述,口周皮炎是什么导致的？,"请从以下标签中选取标签['疾病介绍', '疾病之间的区别', '发病机制', '发病诱因', '症状', '就诊科室', '检验检查', '诊断依据', '治疗方法', '急救方法','治疗的作用机制', '日常护理和注意事项', '自限性', '良恶性', '并发症', '影响生活质量', '影响寿命', '其他预后', '流行病学', '日常习惯预防', '定期体检预防', '早期发现预防']，对问题做分类。

这是一个例子：**问题**：腋毛癣能自愈吗？**分类**:自限性

 **问题**：口周皮炎是什么导致的？

**分类**：
",https://www.baidu.com/bh/dict/ydxx_11081844592747208890?from=dicta&sf_ref=med_pc&sf_ch=ch_med_pc,发病机制,['发病机制']
皮肤性病科,口周皮炎,概述,口周皮炎能痊愈吗？,"请从以下标签中选取标签['疾病介绍', '疾病之间的区别', '发病机制', '发病诱因', '症状', '就诊科室', '检验检查', '诊断依据', '治疗方法', '急救方法','治疗的作用机制', '日常护理和注意事项', '自限性', '良恶性', '并发症', '影响生活质量', '影响寿命', '其他预后', '流行病学', '日常习惯预防', '定期体检预防', '早期发现预防']，对问题做分类。

这是一个例子：**问题**：腋毛癣能自愈吗？**分类**:自限性

 **问题**：口周皮炎能痊愈吗？

**分类**：
",https://www.baidu.com/bh/dict/ydxx_11081844592747208890?from=dicta&sf_ref=med_pc&sf_ch=ch_med_pc,自限性,['自限性']
血管外科,静脉曲张溃疡,概述,预后如何？是否会复发？,"请从以下标签中选取标签['疾病介绍', '疾病之间的区别', '发病机制', '发病诱因', '症状', '就诊科室', '检验检查', '诊断依据', '治疗方法', '急救方法','治疗的作用机制', '日常护理和注意事项', '自限性', '良恶性', '并发症', '影响生活质量', '影响寿命', '其他预后', '流行病学', '日常习惯预防', '定期体检预防', '早期发现预防']，对问题做分类。

这是一个例子：**问题**：腋毛癣能自愈吗？**分类**:自限性

 **问题**：预后如何？是否会复发？

**分类**：
",https://www.baidu.com/bh/dict/ydxx_10734622651661997186?from=dicta&sf_ref=med_pc&sf_ch=ch_med_pc,其他预后、自限性、并发症、影响生活质量、影响寿命、早期发现预防,
血管外科,静脉曲张溃疡,概述,是否有手术的必要？,"请从以下标签中选取标签['疾病介绍', '疾病之间的区别', '发病机制', '发病诱因', '症状', '就诊科室', '检验检查', '诊断依据', '治疗方法', '急救方法','治疗的作用机制', '日常护理和注意事项', '自限性', '良恶性', '并发症', '影响生活质量', '影响寿命', '其他预后', '流行病学', '日常习惯预防', '定期体检预防', '早期发现预防']，对问题做分类。

这是一个例子：**问题**：腋毛癣能自愈吗？**分类**:自限性

 **问题**：是否有手术的必要？

**分类**：
",https://www.baidu.com/bh/dict/ydxx_10734622651661997186?from=dicta&sf_ref=med_pc&sf_ch=ch_med_pc,治疗方法,['治疗方法']
血管外科,静脉曲张溃疡,概述,压迫疗法是否可用于治疗原发性或继发性静脉曲张所致的小腿溃疡？,"请从以下标签中选取标签['疾病介绍', '疾病之间的区别', '发病机制', '发病诱因', '症状', '就诊科室', '检验检查', '诊断依据', '治疗方法', '急救方法','治疗的作用机制', '日常护理和注意事项', '自限性', '良恶性', '并发症', '影响生活质量', '影响寿命', '其他预后', '流行病学', '日常习惯预防', '定期体检预防', '早期发现预防']，对问题做分类。

这是一个例子：**问题**：腋毛癣能自愈吗？**分类**:自限性

 **问题**：压迫疗法是否可用于治疗原发性或继发性静脉曲张所致的小腿溃疡？

**分类**：
",https://www.baidu.com/bh/dict/ydxx_10734622651661997186?from=dicta&sf_ref=med_pc&sf_ch=ch_med_pc,治疗方法,['治疗方法']
感染科,新型冠状病毒肺炎,日常,目前有针对新型冠状病毒的疫苗吗？,"请从以下标签中选取标签['疾病介绍', '疾病之间的区别', '发病机制', '发病诱因', '症状', '就诊科室', '检验检查', '诊断依据', '治疗方法', '急救方法','治疗的作用机制', '日常护理和注意事项', '自限性', '良恶性', '并发症', '影响生活质量', '影响寿命', '其他预后', '流行病学', '日常习惯预防', '定期体检预防', '早期发现预防']，对问题做分类。

这是一个例子：**问题**：腋毛癣能自愈吗？**分类**:自限性

 **问题**：目前有针对新型冠状病毒的疫苗吗？

**分类**：
",https://www.baidu.com/bh/dict/ydxx_8829639274010099959?from=dicta&sf_ref=med_pc&sf_ch=ch_med_pc,日常习惯预防,['日常习惯']
感染科,新型冠状病毒肺炎,日常,我该怎么做才能保护自己？,"请从以下标签中选取标签['疾病介绍', '疾病之间的区别', '发病机制', '发病诱因', '症状', '就诊科室', '检验检查', '诊断依据', '治疗方法', '急救方法','治疗的作用机制', '日常护理和注意事项', '自限性', '良恶性', '并发症', '影响生活质量', '影响寿命', '其他预后', '流行病学', '日常习惯预防', '定期体检预防', '早期发现预防']，对问题做分类。

这是一个例子：**问题**：腋毛癣能自愈吗？**分类**:自限性

 **问题**：我该怎么做才能保护自己？

**分类**：
",https://www.baidu.com/bh/dict/ydxx_8829639274010099959?from=dicta&sf_ref=med_pc&sf_ch=ch_med_pc,日常习惯预防,['日常习惯']
感染科,新型冠状病毒肺炎,日常,未按程序完成新冠病毒疫苗接种者需重新开始免疫程序或补种疫苗吗？,"请从以下标签中选取标签['疾病介绍', '疾病之间的区别', '发病机制', '发病诱因', '症状', '就诊科室', '检验检查', '诊断依据', '治疗方法', '急救方法','治疗的作用机制', '日常护理和注意事项', '自限性', '良恶性', '并发症', '影响生活质量', '影响寿命', '其他预后', '流行病学', '日常习惯预防', '定期体检预防', '早期发现预防']，对问题做分类。

这是一个例子：**问题**：腋毛癣能自愈吗？**分类**:自限性

 **问题**：未按程序完成新冠病毒疫苗接种者需重新开始免疫程序或补种疫苗吗？

**分类**：
",https://www.baidu.com/bh/dict/ydxx_8829639274010099959?from=dicta&sf_ref=med_pc&sf_ch=ch_med_pc,定期体检预防,['定期体检']
感染科,新型冠状病毒肺炎,日常,医护人员会受到新型冠状病毒的威胁吗？,"请从以下标签中选取标签['疾病介绍', '疾病之间的区别', '发病机制', '发病诱因', '症状', '就诊科室', '检验检查', '诊断依据', '治疗方法', '急救方法','治疗的作用机制', '日常护理和注意事项', '自限性', '良恶性', '并发症', '影响生活质量', '影响寿命', '其他预后', '流行病学', '日常习惯预防', '定期体检预防', '早期发现预防']，对问题做分类。

这是一个例子：**问题**：腋毛癣能自愈吗？**分类**:自限性

 **问题**：医护人员会受到新型冠状病毒的威胁吗？

**分类**：
",https://www.baidu.com/bh/dict/ydxx_8829639274010099959?from=dicta&sf_ref=med_pc&sf_ch=ch_med_pc,影响生活质量，影响寿命，其他预后,"['影响生活质量', '影响寿命', '其他预后']"
皮肤性病科,甲营养不良,概述,甲营养不良与灰指甲有什么区别？,"请从以下标签中选取标签['疾病介绍', '疾病之间的区别', '发病机制', '发病诱因', '症状', '就诊科室', '检验检查', '诊断依据', '治疗方法', '急救方法','治疗的作用机制', '日常护理和注意事项', '自限性', '良恶性', '并发症', '影响生活质量', '影响寿命', '其他预后', '流行病学', '日常习惯预防', '定期体检预防', '早期发现预防']，对问题做分类。

这是一个例子：**问题**：腋毛癣能自愈吗？**分类**:自限性

 **问题**：甲营养不良与灰指甲有什么区别？

**分类**：
",https://www.baidu.com/bh/dict/ydxx_10894431598777950494?from=dicta&sf_ref=med_pc&sf_ch=ch_med_pc,疾病之间的区别,['疾病之间的区别']
皮肤性病科,甲营养不良,概述,甲营养不良的患者吃什么？,"请从以下标签中选取标签['疾病介绍', '疾病之间的区别', '发病机制', '发病诱因', '症状', '就诊科室', '检验检查', '诊断依据', '治疗方法', '急救方法','治疗的作用机制', '日常护理和注意事项', '自限性', '良恶性', '并发症', '影响生活质量', '影响寿命', '其他预后', '流行病学', '日常习惯预防', '定期体检预防', '早期发现预防']，对问题做分类。

这是一个例子：**问题**：腋毛癣能自愈吗？**分类**:自限性

 **问题**：甲营养不良的患者吃什么？

**分类**：
",https://www.baidu.com/bh/dict/ydxx_10894431598777950494?from=dicta&sf_ref=med_pc&sf_ch=ch_med_pc,日常护理和注意事项,['日常护理和注意事项']
